Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change,Avg Max Temp,Max Temp,Min Temp,Avg Min Temp,Max Min Temp,Min Min Temp,Avg Mean Temp,Max Mean Temp,Min Mean Temp
19511,32765,48,45-49,F,7096,8212,15308,1116,0.157271702,79.12550067,85.941505,72.3515,59.4395,70.7315,52.191498,68.48799773,75.39275,63.032745
21795,48152,50,50-54,F,7246,8062,15308,816,0.112613856,59.13200007,76.604,45.374,39.39200027,48.794,31.694,48.41675007,58.634,39.182755
25281,2130,33,Under 35,F,7033,8275,15308,1242,0.176596047,54.93499993,71.537,37.697,38.53100027,53.537,31.757,45.92374973,58.532,36.523243
22239,32708,57,55-59,F,7096,8212,15308,1116,0.157271702,78.8629994,84.893,72.113,59.09900093,70.583,51.773003,68.1487464,75.101746,62.760487
21788,92833,67,65-69,M,7140,8170,15310,1030,0.144257703,69.46579953,81.3938,56.1938,47.8117996,53.853798,40.173798,57.240299,65.475044,50.276295
16428,80015,28,Under 35,F,6370,8940,15310,2570,0.403453689,64.26770113,78.649704,52.639698,37.44769993,49.2197,26.179699,49.48845033,61.755955,38.0222
19613,28277,60,60-64,M,6629,8682,15311,2053,0.309699804,71.87329887,84.7013,59.1413,51.5513,63.641296,38.3513,60.71905067,70.8788,48.862553
21744,98020,55,55-59,F,6873,8439,15312,1566,0.227848101,54.96890013,61.5389,48.2189,42.3629,46.5989,38.1389,47.2331512,52.8464,44.18015
19018,55359,44,40-44,F,6994,8318,15312,1324,0.189305119,56.56010013,73.2281,44.4281,35.9201,44.0681,29.2181,45.20760113,58.764355,35.521854
18641,16803,60,60-64,M,6671,8643,15314,1972,0.295607855,58.73719927,74.4512,41.061203,39.9871998,54.7412,27.471199,48.5707014,59.964954,37.27745
21214,7719,52,50-54,F,7163,8151,15314,988,0.137931034,58.42370047,76.4717,47.6717,43.48370013,57.1217,35.7917,50.2721998,66.34295,42.8192
25583,1940,57,55-59,M,7021,8293,15314,1272,0.181170773,53.8064,70.6604,36.1904,37.6544,48.7904,30.8804,44.89589893,56.5154,35.065403
23321,27606,64,60-64,F,7493,7822,15315,329,0.043907647,72.1757002,85.92171,59.731697,51.84170013,63.9617,37.861702,61.25770087,71.855446,48.3842
28974,10034,43,40-44,M,6798,8517,15315,1719,0.252868491,58.28510027,74.6951,43.1051,42.31309973,56.0651,32.6651,49.44584993,63.7076,40.7276
15807,30308,60,60-64,M,6741,8580,15321,1839,0.272808189,70.29499953,79.943,57.892998,50.93300027,64.193,37.013,59.55724987,69.878,48.525497
22068,96913,58,55-59,F,7180,8141,15321,961,0.133844011,,,,,,,,,
9084,11967,48,45-49,M,5888,9433,15321,3545,0.602072011,53.95310067,70.01511,44.0951,42.7090996,52.9151,33.5651,47.88559873,59.188843,40.813847
23395,32968,63,60-64,F,7253,8070,15323,817,0.112643044,80.64140073,90.2534,75.6734,62.82740033,72.5234,53.623398,71.7009016,79.16091,67.127144
23147,17022,57,55-59,F,7126,8198,15324,1072,0.150435027,61.7096002,76.553604,46.4936,42.95959987,57.0236,32.7236,51.7185998,63.76985,40.8536
20824,23055,57,55-59,F,7237,8088,15325,851,0.117590162,69.63650087,84.2045,55.404503,47.44850007,58.4645,35.9645,57.45349807,70.75324,45.55325
17606,22204,58,55-59,M,6850,8475,15325,1625,0.237226277,65.56370027,82.0517,52.6217,46.78370027,60.2717,37.2317,55.42870073,68.9792,44.5892
20466,13027,65,65-69,M,6570,8759,15329,2189,0.333181126,56.25650073,74.5925,39.3125,39.1625002,53.7125,30.7625,46.4627506,60.56375,35.315
26863,23356,43,40-44,M,6866,8463,15329,1597,0.232595398,66.7084994,85.9685,53.4785,49.50049993,62.2985,38.2685,56.99774867,71.70725,45.952255
30323,33134,50,50-54,M,7071,8259,15330,1188,0.168010182,81.60049987,88.128494,78.6785,65.76050047,74.4485,54.558502,73.42274787,79.465996,68.958496
29983,11209,52,50-54,M,7100,8231,15331,1131,0.159295775,58.39159947,77.165596,45.5756,42.8516,54.9356,33.7856,49.84585153,65.56686,42.110603
21028,91755,48,45-49,F,7441,7890,15331,449,0.060341352,69.3245,83.9885,55.2785,45.99049973,52.3985,37.0085,55.3847484,65.54975,47.748493
23009,97219,65,65-69,M,7160,8171,15331,1011,0.141201117,60.28970073,70.7297,48.7697,40.38169973,47.6897,33.0197,48.28695093,54.7097,41.179707
28165,80206,31,Under 35,F,7298,8033,15331,735,0.100712524,65.9218996,80.3219,54.491898,35.18989987,42.7919,24.6119,48.9763988,60.495647,38.865646
22502,19711,58,55-59,F,7135,8197,15332,1062,0.148843728,62.4919996,78.566,49.496002,44.03599987,56.426,35.006,52.65800193,66.01851,43.447247
29483,2494,51,50-54,M,6911,8421,15332,1510,0.218492259,54.6857,70.2077,36.3677,38.0477,52.4777,31.5077,45.53320033,57.63394,35.377705
17702,44107,38,35-39,F,6631,8701,15332,2070,0.31217011,52.01210033,62.5181,41.0981,42.5801002,49.5581,35.6981,46.16760007,53.58935,38.2631
21020,1060,54,50-54,F,6918,8415,15333,1497,0.216392021,56.2028008,70.0988,37.3388,37.74080013,55.0688,30.1388,46.10180033,59.043804,35.57255
7968,77004,53,50-54,F,6904,8429,15333,1525,0.220886443,79.22029993,85.268295,74.4683,62.29429973,71.1383,51.3383,69.81679953,75.244545,63.323303
13530,49267,51,50-54,M,6718,8616,15334,1898,0.282524561,59.4194,76.1234,46.4234,40.33339987,48.6734,30.2234,48.91964847,61.1534,39.12965
8163,2905,40,40-44,M,6876,8459,15335,1583,0.230221059,54.46220013,70.0862,39.1262,39.90620013,52.6262,31.5662,46.55544853,55.573696,38.10245
24246,46544,27,Under 35,F,7313,8023,15336,710,0.097087379,60.0752002,73.8572,41.187202,40.69520013,54.867203,27.867199,48.81045173,63.383453,36.132202
10528,19426,60,60-64,M,6743,8593,15336,1850,0.274358594,62.05279953,78.0368,47.1668,42.69680013,55.0868,33.9368,51.57779987,64.33055,42.45305
24717,10006,42,40-44,M,7084,8253,15337,1169,0.165019763,59.4286994,76.4447,44.2247,42.28669987,55.564697,33.4247,49.97794887,64.85719,41.749706
15727,48307,53,50-54,M,6639,8698,15337,2059,0.310137069,58.53709913,74.9111,44.6711,39.1391002,48.5411,30.8111,47.81659847,58.3736,38.371098
22337,90272,66,65-69,M,7131,8207,15338,1076,0.150890478,66.3481998,75.8282,55.308197,47.12419913,53.3282,40.6382,55.654699,63.835705,48.59195
28568,2122,31,Under 35,M,7112,8227,15339,1115,0.156777278,53.18480013,69.4328,37.1228,39.01879973,53.6828,32.6228,45.3580504,57.961548,36.1178
22517,91748,57,55-59,F,7086,8254,15340,1168,0.164832063,69.37459973,83.582596,55.1426,46.49659967,52.982597,40.6526,55.88784893,66.0026,48.287598
28773,2136,37,35-39,M,7178,8162,15340,984,0.137085539,54.9934994,71.5955,37.7555,38.5894998,53.595497,31.8155,45.98224907,58.5905,36.58175
15915,54963,71,70-74,M,7272,8070,15342,798,0.109735974,54.8464998,75.348495,33.8585,37.4944998,53.6585,26.838501,45.34924967,64.16599,33.397247
23246,22033,61,60-64,F,7251,8091,15342,840,0.11584609,64.7180018,80.546005,51.836,45.73399987,59.666,34.916,54.66225013,68.03225,43.627254
29849,2790,52,50-54,F,7274,8069,15343,795,0.109293374,54.8164998,69.4445,41.1845,39.8945002,52.2545,32.0945,46.38675127,56.37575,38.672
15858,22207,63,60-64,F,6955,8389,15344,1434,0.206182602,64.3378996,81.3659,51.4859,45.94190013,59.135902,36.0059,54.30964833,67.5734,43.5209
24873,2116,24,Under 35,F,7321,8025,15346,704,0.096161727,54.25399987,70.664,38.264,38.558,51.404,32.234,45.68475067,58.52525,36.805252
21483,77328,46,45-49,F,7157,8190,15347,1033,0.144334218,78.59209967,83.4881,71.8781,60.50210033,69.0881,49.0181,68.52110047,73.7306,61.389355
14227,11040,55,55-59,M,7101,8246,15347,1145,0.161244895,57.75679967,76.9568,44.1968,42.42080013,55.4468,33.2168,49.2155474,63.22054,40.7093
7994,77024,63,60-64,M,6932,8416,15348,1484,0.214079631,80.19230053,85.7183,74.918304,62.18030013,71.0483,50.4383,70.17680013,75.5333,63.135803
28632,1867,53,50-54,M,6661,8687,15348,2026,0.304158535,52.93220067,70.5362,36.1562,37.72820033,48.4862,31.3862,44.64545013,56.567448,35.076202
10978,14610,24,Under 35,F,6390,8958,15348,2568,0.401877934,56.7268994,76.9289,40.838898,39.8009,55.0589,31.5689,46.9863998,58.917652,35.67515
23242,34685,58,55-59,F,7180,8169,15349,989,0.137743733,78.8399,85.9919,70.7819,60.8399,72.9419,51.6119,69.0781482,75.06439,63.585648
19391,1890,42,40-44,F,6564,8785,15349,2221,0.338360756,53.51090013,70.538895,38.0489,38.3668998,49.4789,32.2889,45.24715207,57.7514,36.4439
20776,46032,61,60-64,M,6889,8460,15349,1571,0.228044709,62.58469933,77.0747,40.0847,44.84269967,57.0947,27.304699,52.65244967,66.43595,36.8747
24747,10016,25,Under 35,F,7243,8107,15350,864,0.119287588,58.4618008,76.5698,44.8898,42.35780047,55.059803,34.7198,49.648801,64.213554,41.51105
16940,92833,57,55-59,F,7119,8231,15350,1112,0.156201714,69.46579953,81.3938,56.1938,47.8117996,53.853798,40.173798,57.240299,65.475044,50.276295
21459,60527,63,60-64,M,6772,8578,15350,1806,0.266686356,57.95929953,78.0413,38.1713,40.7873,59.5913,28.8113,48.08029993,65.6513,35.49005
7966,77007,36,35-39,F,6535,8815,15350,2280,0.348890589,79.957101,85.8551,74.9651,62.09510093,71.185104,50.9351,70.02834947,75.6776,63.2126
20812,45248,61,60-64,M,6496,8855,15351,2359,0.363146552,65.00839973,81.8384,44.2184,46.7384,57.1784,31.1684,54.17689913,68.17339,38.773403
18487,91362,44,40-44,F,6843,8509,15352,1666,0.243460471,67.3118,81.5918,52.4318,45.70580033,51.9818,37.1318,54.22104887,65.3243,45.636795
17070,90036,28,Under 35,F,6991,8361,15352,1370,0.195966242,70.1593984,83.197395,57.0974,46.84340007,53.4074,35.0474,56.86015113,66.49866,48.041153
21845,95032,52,50-54,F,7100,8252,15352,1152,0.162253521,65.98909993,80.5451,54.8951,43.87910027,50.8451,36.8051,53.8028498,65.710106,45.3401
21294,48060,45,45-49,F,7107,8245,15352,1138,0.160123822,56.94680033,73.6268,43.386803,38.97680013,47.6168,30.1568,46.82080087,58.495544,37.4018
20721,48079,50,50-54,F,7108,8244,15352,1136,0.159819921,58.01479973,75.066795,44.1968,39.09080033,48.7868,28.2668,47.4033012,58.075558,37.84055
25593,22201,30,Under 35,M,7016,8337,15353,1321,0.188283922,64.86440087,81.8924,52.012398,46.46839993,59.6624,36.532402,54.83614987,68.0999,44.047398
19459,43040,41,40-44,F,7055,8298,15353,1243,0.176187101,62.55469933,76.5347,43.5047,44.59069987,57.1847,30.0947,52.41920167,62.993454,39.17345
28298,2917,56,55-59,M,7043,8312,15355,1269,0.180178901,54.91790033,71.3399,37.3199,39.4079,52.4399,30.0299,46.25790033,56.411148,36.2849
29940,2122,41,40-44,F,7212,8146,15358,934,0.129506378,53.18480013,69.4328,37.1228,39.01879973,53.6828,32.6228,45.3580504,57.961548,36.1178
15590,78701,40,40-44,M,6931,8427,15358,1496,0.21584187,81.28940073,87.8234,77.293396,60.45140007,68.833405,51.0134,69.2469016,75.36591,62.10965
7823,34145,58,55-59,F,6435,8924,15359,2489,0.386790987,80.8274006,83.7734,77.0234,65.49140073,74.053406,58.4834,72.7838996,77.58965,68.825905
22764,34145,55,55-59,F,6434,8925,15359,2491,0.387161952,80.8274006,83.7734,77.0234,65.49140073,74.053406,58.4834,72.7838996,77.58965,68.825905
21351,1776,48,45-49,F,6917,8443,15360,1526,0.220615874,54.41090027,68.5589,36.4289,38.23490027,50.288902,32.3789,45.43539987,57.3389,35.090153
23086,50607,55,55-59,F,6794,8568,15362,1774,0.261112747,57.87770053,77.1017,38.6717,38.5996998,55.3217,27.7817,47.28944873,67.05169,33.88295
16666,48302,46,45-49,F,7266,8096,15362,830,0.114230663,57.7481002,74.560104,43.870102,39.0280998,47.920097,31.3601,47.319851,57.493855,37.922604
22351,11693,68,65-69,M,7487,7875,15362,388,0.05182316,56.7254,74.053406,45.7934,43.11139987,54.1634,35.8034,49.28265073,63.523403,42.2909
25605,2134,29,Under 35,F,6900,8462,15362,1562,0.226376812,54.10189973,70.5119,38.1119,38.40589967,51.2519,32.0819,45.53264967,58.37315,36.653152
22143,8005,50,50-54,F,7487,7875,15362,388,0.05182316,59.02879987,77.2628,46.2128,43.7167996,57.3728,34.7828,50.91304887,65.28155,43.659046
22942,11421,59,55-59,F,7488,7874,15362,386,0.051549145,56.4641002,74.1281,45.328102,42.6401002,53.8781,34.9781,48.8885986,62.22185,41.5181
22626,21157,56,55-59,F,7207,8155,15362,948,0.131538782,61.3178006,77.8118,46.761803,43.94780013,57.8318,33.7118,51.63180007,65.47055,40.180553
30498,1550,32,Under 35,M,7451,7911,15362,460,0.06173668,55.0648998,69.5669,37.0769,38.02490047,53.0969,28.9769,45.63690007,57.35315,34.714397
16609,91702,36,35-39,F,6718,8645,15363,1927,0.286841322,69.21379973,83.2838,55.2038,43.5998,52.8638,35.1338,54.80604887,65.60254,45.9413
23323,14609,60,60-64,F,7337,8026,15363,689,0.093907592,55.05110027,72.211105,40.1711,40.1531002,54.6611,32.3411,46.30459927,57.814846,35.487347
22194,1876,53,50-54,F,7323,8041,15364,718,0.098047248,54.3197,68.371704,35.611702,37.07570013,48.9317,31.2017,44.99870013,57.267956,34.55045
24652,2127,26,Under 35,F,7115,8250,15365,1135,0.159522136,54.13700027,70.547005,38.147,38.44100013,51.287,32.117,45.56775053,58.408253,36.688255
19413,43551,42,40-44,F,6894,8471,15365,1577,0.228749637,60.61970073,76.2017,45.3317,41.19769987,49.9217,30.6617,49.65544987,61.58794,39.710453
22056,76126,54,50-54,F,7056,8309,15365,1253,0.177579365,78.42739933,85.7174,68.7074,57.50539953,67.0874,48.457397,66.80714873,73.477394,57.86615
24738,33140,47,45-49,F,7119,8248,15367,1129,0.15858969,81.37940133,88.0934,78.553406,67.81940067,75.223404,58.2134,74.20489973,79.4909,69.545906
17550,13159,31,Under 35,F,7234,8134,15368,900,0.124412497,53.6866994,71.764694,36.3947,37.8227,50.1647,29.5547,44.54519893,57.304703,32.378452
23101,95630,55,55-59,F,7345,8023,15368,678,0.092307692,66.23689927,77.702896,49.8929,44.9009,55.2929,38.6429,53.81140027,64.232895,43.04915
17781,60022,60,60-64,M,6701,8668,15369,1967,0.293538278,53.76260053,72.872604,37.7726,40.83860013,55.4126,33.0926,46.2210996,61.978848,35.841354
26701,60025,22,Under 35,M,6958,8412,15370,1454,0.208968094,55.79509953,75.091095,38.0111,41.2631,58.981102,32.3411,47.19334887,64.0061,35.806103
24982,3031,50,50-54,M,7242,8128,15370,886,0.122341895,53.93690013,67.9649,34.4849,36.1409002,46.454903,29.8949,44.42190067,56.028652,33.6374
14630,19038,42,40-44,F,6553,8818,15371,2265,0.345643217,61.26920013,77.4392,47.6492,43.5392002,56.1092,34.7792,51.68994913,65.88545,42.76295
24944,2141,27,Under 35,F,7289,8082,15371,793,0.108794073,54.21890087,70.6289,38.2289,38.52290013,51.3689,32.1989,45.64965053,58.490158,36.770145
26744,2118,27,Under 35,M,6930,8442,15372,1512,0.218181818,54.2072,70.6172,38.2172,38.5112,51.3572,32.1872,45.63795073,58.47845,36.758453
26931,75025,45,45-49,M,7385,7987,15372,602,0.081516588,75.88279813,82.7168,67.416794,56.35880033,66.9668,45.0968,65.1600498,73.20305,56.87555
19417,84097,44,40-44,F,7318,8056,15374,738,0.100847226,51.03110047,64.129105,37.9391,30.9431,46.3091,17.779102,40.4191004,55.57535,29.344099
16084,45040,33,Under 35,F,6641,8734,15375,2093,0.315163379,64.84819847,79.84219,44.8322,46.5841996,58.4222,30.8822,54.06019953,67.89845,38.91845
7105,11530,36,35-39,M,7115,8261,15376,1146,0.161068166,57.78019933,76.9802,44.2202,42.44419987,55.4702,33.2402,49.23894987,63.243946,40.7327
9623,2370,48,45-49,M,5670,9707,15377,4037,0.711992945,55.03429987,73.4783,38.4683,38.71430013,54.3983,30.3683,45.8952982,58.18205,36.5108
19714,43081,49,45-49,F,6855,8522,15377,1667,0.24318016,63.14180033,76.7498,43.359802,44.9738002,57.5798,29.8598,52.776801,64.23231,39.28355
20291,3060,50,50-54,F,7118,8259,15377,1141,0.160297836,54.83120027,68.0972,35.4272,36.63920013,47.307198,30.6572,44.96545067,57.0872,34.35095
19810,80004,53,50-54,F,7190,8189,15379,999,0.138942976,64.54460033,78.704605,52.7846,33.00259993,41.3546,24.6146,47.21409933,57.809597,38.86085
21718,84651,67,65-69,M,6747,8632,15379,1885,0.27938343,60.98870013,76.5347,46.6547,36.33469993,46.1147,27.124699,47.10070013,61.309704,37.170948
16276,1945,64,60-64,F,7132,8247,15379,1115,0.156337633,51.66199987,67.19,37.67,38.46800033,47.93,32.36,44.53799967,54.890003,36.256252
23244,3909,60,60-64,F,7460,7921,15381,461,0.061796247,50.55769987,62.8817,35.8817,36.4577,46.1417,28.6817,42.9582004,51.69545,34.85045
20193,14222,46,45-49,F,6751,8632,15383,1881,0.278625389,55.8104002,74.6024,41.0324,37.8824,45.8024,30.9524,45.97139987,55.357395,35.966152
25694,2186,21,Under 35,F,7137,8247,15384,1110,0.155527533,53.2901,69.5381,37.2281,39.12409987,53.7881,32.7281,45.46335067,58.06685,36.2231
1590,97209,26,Under 35,M,6299,9085,15384,2786,0.442292427,61.08079953,71.4848,49.0748,42.20480047,48.894802,34.8548,49.5635496,56.113556,42.3848
17496,98632,57,55-59,M,6299,9086,15385,2787,0.442451183,58.74710127,68.3051,49.585102,40.92110013,47.605103,35.4551,48.1346012,53.263855,43.690105
28625,6365,24,Under 35,M,5941,9444,15385,3503,0.589631375,55.9786994,74.014694,39.9047,38.9027,53.1347,29.1047,46.41844773,57.664703,37.0472
23348,32168,64,60-64,F,7234,8151,15385,917,0.12676251,76.53530013,85.7453,67.475296,61.5413,71.4353,53.7953,68.40579993,75.65405,62.881546
29264,2459,20,Under 35,F,7543,7845,15388,302,0.040037121,53.5168994,69.926895,37.5269,37.8209,50.6669,31.4969,44.94764927,57.788147,36.06815
6931,93263,35,35-39,M,6111,9277,15388,3166,0.518082147,74.02580027,91.689804,55.8698,44.69180013,55.5998,36.2498,57.19430107,72.3623,46.059803
12988,77030,56,55-59,M,5634,9754,15388,4120,0.731274405,79.77590067,85.4519,74.4719,62.27389987,71.3219,50.8019,70.0031508,75.61939,63.2144
27530,10021,30,Under 35,F,7003,8386,15389,1383,0.197486791,58.22780007,76.3358,44.6558,42.12379987,54.8258,34.4858,49.41480113,63.979553,41.27705
25117,2125,26,Under 35,F,7130,8260,15390,1130,0.158485273,53.18480013,69.4328,37.1228,39.01879973,53.6828,32.6228,45.3580504,57.961548,36.1178
27636,1721,49,45-49,F,6918,8473,15391,1555,0.224775947,54.57109987,69.4391,36.4991,38.5631,52.4291,31.8191,45.71709987,57.469097,35.3141
24103,2144,29,Under 35,F,7136,8255,15391,1119,0.156810538,53.52260013,70.5506,38.0606,38.3786,49.4906,32.3006,45.2588482,57.763092,36.4556
26504,2143,30,Under 35,F,7436,7955,15391,519,0.069795589,54.1721002,70.5821,38.1821,38.47609973,51.322098,32.1521,45.6028514,58.443344,36.723354
22868,60189,69,65-69,F,7596,7797,15393,201,0.026461295,57.31040013,78.2564,37.0364,40.62440013,59.3564,29.5664,47.79015093,65.6264,35.12015
18828,68136,44,40-44,F,6913,8482,15395,1569,0.226963692,65.8877,83.9777,51.6677,42.39170013,54.8177,32.4077,53.19745013,70.43269,43.518955
30585,94024,48,45-49,M,6685,8710,15395,2025,0.302916978,65.22560007,75.3656,55.2956,45.23959993,54.7556,37.8356,53.62459947,62.85936,45.811848
30471,92119,35,35-39,F,7193,8202,15395,1009,0.140275268,66.0745996,75.4106,58.4906,46.5866,51.9206,40.7606,55.200849,61.58435,49.52434
17774,48170,59,55-59,M,6878,8517,15395,1639,0.238296016,59.0309002,76.3889,45.6989,40.1729,48.398903,32.4689,48.4941494,59.55515,38.982647
24193,2874,26,Under 35,F,7214,8182,15396,968,0.134183532,53.22619893,69.1502,40.6202,40.7162,51.5102,30.9902,46.23544893,56.250195,38.542698
21449,43606,49,45-49,F,7487,7910,15397,423,0.05649793,59.7203,76.3583,45.5783,40.66430027,49.6283,30.7283,49.06704867,61.32079,39.3383
22987,7076,65,65-69,M,7346,8052,15398,706,0.096106725,59.0591002,75.5051,43.5551,42.4870998,56.8751,33.745102,49.95059933,64.7951,41.155098
24730,2109,24,Under 35,F,7114,8284,15398,1170,0.164464436,54.24230053,70.6523,38.2523,38.54630013,51.3923,32.2223,45.67304927,58.513546,36.793552
29088,92054,30,Under 35,F,7173,8225,15398,1052,0.14666109,62.03419827,67.8722,56.3522,48.51620027,54.1922,43.4822,55.19220033,59.13095,51.51845
15740,73034,71,70-74,M,7420,7980,15400,560,0.075471698,72.76699947,88.349,59.909,52.53500053,65.489,39.929,61.22300107,73.99026,51.261505
20944,8873,60,60-64,M,6853,8549,15402,1696,0.247482854,60.5936004,76.7336,45.3236,42.81560013,58.6436,31.9136,50.83309987,65.3111,42.331097
26641,77069,38,35-39,M,7106,8297,15403,1191,0.167604841,79.56200033,85.55,72.32,61.75999967,70.7,50.45,69.7142498,75.346245,62.236248
24319,54650,31,Under 35,F,7100,8304,15404,1204,0.169577465,56.68279967,74.220795,35.3408,37.63880013,51.2708,26.1608,46.45880107,65.56206,34.234554
27281,2155,42,40-44,M,6790,8614,15404,1824,0.268630339,53.62790013,70.6559,38.1659,38.4839,49.5959,32.4059,45.36415033,57.868404,36.560894
22204,41042,56,55-59,F,7126,8279,15405,1153,0.161801852,64.86499993,81.959,44.969,46.83500007,57.839,31.739,54.2227506,68.1065,38.53775
15073,90045,28,Under 35,F,6554,8852,15406,2298,0.350625572,64.7552002,74.0012,55.4612,47.62520027,54.201202,38.4512,55.64545027,62.7887,49.03745
21457,15143,47,45-49,F,7138,8268,15406,1130,0.158307649,62.2988,75.1388,42.1988,42.94279953,54.798798,28.8788,51.03205227,60.521305,37.79255
15420,93311,47,45-49,F,7561,7848,15409,287,0.037957942,73.8439996,90.464005,55.904,46.50200033,56.984,39.074,58.23574973,74.1365,47.264004
25655,2129,25,Under 35,F,6977,8432,15409,1455,0.208542353,54.05510033,70.4651,38.0651,38.35909973,51.2051,32.0351,45.48585073,58.326344,36.606354
21534,1230,61,60-64,M,6546,8863,15409,2317,0.353956615,54.42770053,68.857704,36.007698,38.3536998,54.007698,29.797699,45.45894907,57.847702,34.447697
21893,73801,51,50-54,F,6973,8437,15410,1464,0.209952675,72.78739873,87.9674,62.947395,50.44339987,64.1174,40.6274,60.1986494,73.11741,49.289906
18768,91604,44,40-44,F,7444,7966,15410,522,0.070123589,69.6532998,82.2533,55.7033,44.82529987,54.173298,33.6533,55.45530053,67.05829,46.137054
23562,82717,60,60-64,F,7627,7784,15411,157,0.020584765,56.96660007,73.3766,34.4966,35.3366002,46.8266,20.7266,44.32034987,58.56035,30.266594
26650,2134,52,50-54,M,7043,8370,15413,1327,0.188414028,54.10189973,70.5119,38.1119,38.40589967,51.2519,32.0819,45.53264967,58.37315,36.653152
17443,30033,58,55-59,M,6928,8487,15415,1559,0.225028868,70.2362004,79.9862,57.756203,51.0782004,63.9662,36.876198,59.5909522,69.6587,48.553696
24833,2186,34,Under 35,F,7536,7879,15415,343,0.045514862,53.2901,69.5381,37.2281,39.12409987,53.7881,32.7281,45.46335067,58.06685,36.2231
7980,60491,61,60-64,F,6820,8595,15415,1775,0.26026393,57.89510027,77.0711,38.5511,40.60909987,59.0711,28.0211,48.1573522,65.5586,35.419853
25152,33446,22,Under 35,F,7294,8122,15416,828,0.11351796,82.08769927,91.50169,78.3617,64.07570033,73.7717,57.0317,72.7084504,80.44671,68.94546
20241,60068,53,50-54,F,6704,8713,15417,2009,0.299671838,57.2221996,77.8802,37.8302,40.72819987,60.0602,29.0102,47.79444993,65.68145,35.550205
20804,48367,61,60-64,M,6816,8602,15418,1786,0.262030516,57.13849967,73.0085,42.9485,38.6885,48.5285,30.5285,46.9742494,59.1335,36.68225
22612,14580,55,55-59,F,6628,8790,15418,2162,0.326191913,55.37870013,72.538704,40.4987,40.48070027,54.9887,32.6687,46.6321994,58.14246,35.814945
23442,95973,62,60-64,F,7383,8036,15419,653,0.088446431,67.83199967,78.259995,55.04,46.016,58.64,36.77,55.26800033,66.76626,44.465
22252,91364,53,50-54,F,7394,8027,15421,633,0.085609954,67.94509927,80.3831,53.383102,44.8271004,56.0831,37.2731,54.20610107,67.3781,44.8856
13691,32210,52,50-54,M,6882,8540,15422,1658,0.240918338,77.90359973,86.6336,66.5636,56.74759987,69.4436,48.113598,67.01960133,73.39236,58.549854
22747,78231,69,65-69,M,7302,8120,15422,818,0.112024103,82.55329927,87.8513,77.2313,59.62129887,67.961296,49.8713,69.7360496,75.165054,63.21005
21322,78746,61,60-64,M,6820,8603,15423,1783,0.26143695,80.14760033,87.191605,75.6716,59.5316006,67.8416,50.1116,68.21110147,74.30285,60.92284
24809,2043,30,Under 35,F,7113,8312,15425,1199,0.1685646,54.2093,71.8853,39.1253,39.4493,54.6953,31.7453,45.8752988,58.509052,36.766556
11114,19406,31,Under 35,F,7015,8410,15425,1395,0.198859587,62.37770093,79.189705,48.0497,43.3937002,55.609703,34.5497,52.1462004,65.4797,42.87845
20801,30002,51,50-54,F,7064,8362,15426,1298,0.183748584,70.03729973,79.7873,57.5573,50.87930007,63.7673,36.6773,59.39204887,69.45981,48.3548
25885,2210,35,35-39,M,7205,8221,15426,1016,0.141013185,54.25399987,70.664,38.264,38.558,51.404,32.234,45.68475067,58.52525,36.805252
23025,24201,56,55-59,F,7631,7795,15426,164,0.021491286,64.48969987,77.1377,44.3777,44.06570027,59.6777,29.7077,53.16995147,65.08144,38.925198
27571,2111,44,40-44,M,7566,7861,15427,295,0.038990219,54.23059953,70.6406,38.2406,38.53459987,51.3806,32.2106,45.66134947,58.50186,36.781845
27834,2139,25,Under 35,F,7638,7790,15428,152,0.019900498,54.18379947,70.593796,38.1938,38.48779967,51.333797,32.1638,45.6145492,58.455044,36.73505
21477,28803,61,60-64,M,7179,8249,15428,1070,0.149045828,65.49380133,79.575806,47.7158,44.9858004,56.6258,30.6158,53.7225506,65.0033,39.93455
28521,2176,32,Under 35,M,6724,8705,15429,1981,0.2946163,53.4523992,70.48039,37.9904,38.30840047,49.420403,32.2304,45.18864993,57.69289,36.385403
22179,94024,50,50-54,F,7318,8111,15429,793,0.108362941,65.22560007,75.3656,55.2956,45.23959993,54.7556,37.8356,53.62459947,62.85936,45.811848
14494,78257,42,40-44,F,6785,8646,15431,1861,0.274281503,81.16460067,86.120605,75.6806,59.15659953,66.6806,50.8406,68.65184827,73.95185,62.3606
17926,78258,45,45-49,F,6785,8646,15431,1861,0.274281503,81.04099847,86.134995,75.425,59.30900033,66.695,48.695,68.7052498,73.872505,62.082504
25983,2141,41,40-44,M,6775,8656,15431,1881,0.277638376,54.21890087,70.6289,38.2289,38.52290013,51.3689,32.1989,45.64965053,58.490158,36.770145
26749,33130,26,Under 35,M,6892,8540,15432,1648,0.239117818,80.4023,85.628296,77.6183,68.0243002,75.2783,57.9983,73.98005033,78.85955,69.58581
15862,68505,65,65-69,M,7233,8200,15433,967,0.133692797,67.40899933,86.243,52.583,42.9290002,56.633,33.503,54.13075107,72.37925,43.95425
22170,98053,52,50-54,F,7122,8312,15434,1190,0.167087897,57.19760047,63.791603,46.8716,40.49359987,46.6016,35.1716,47.09959907,52.1516,41.4416
