Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change
1625,2568,19,Under 35,M,4875.00,5109.00,9984.00,234.00,0.048
1400,7202,40,40-44,M,4918.00,5066.00,9984.00,148.00,0.030093534
1430,44113,26,Under 35,M,4752.00,5233.00,9985.00,481.00,0.101220539
433,2115,23,Under 35,M,4601.00,5385.00,9986.00,784.00,0.17039774
1852,41040,22,Under 35,M,4748.00,5239.00,9987.00,491.00,0.103411963
1500,61244,30,Under 35,M,4851.00,5136.00,9987.00,285.00,0.058750773
622,20005,27,Under 35,M,4577.00,5410.00,9987.00,833.00,0.181996941
1280,11743,41,40-44,M,4919.00,5069.00,9988.00,150.00,0.030494003
2935,2111,26,Under 35,M,4984.00,5005.00,9989.00,21.00,0.004213483
4482,10128,39,35-39,M,4922.00,5068.00,9990.00,146.00,0.029662739
320,91764,33,Under 35,M,4539.00,5453.00,9992.00,914.00,0.20136594
159,84604,40,40-44,F,4873.00,5119.00,9992.00,246.00,0.050482249
4642,30318,25,Under 35,M,4844.00,5148.00,9992.00,304.00,0.062758051
1072,54155,48,45-49,M,4886.00,5107.00,9993.00,221.00,0.045231273
1188,60607,28,Under 35,M,4852.00,5141.00,9993.00,289.00,0.059563067
318,80302,25,Under 35,M,4233.00,5761.00,9994.00,1528.00,0.360973305
2381,44107,40,40-44,M,4861.00,5133.00,9994.00,272.00,0.055955565
2410,30305,47,45-49,M,4949.00,5046.00,9995.00,97.00,0.019599919
2128,19808,24,Under 35,M,4562.00,5435.00,9997.00,873.00,0.191363437
708,7030,31,Under 35,M,4672.00,5326.00,9998.00,654.00,0.139982877
3165,95926,36,35-39,M,4836.00,5162.00,9998.00,326.00,0.067411084
1995,94123,30,Under 35,M,4703.00,5295.00,9998.00,592.00,0.1258771
1119,84653,22,Under 35,M,4913.00,5086.00,9999.00,173.00,0.035212701
1349,23693,33,Under 35,M,4978.00,5022.00,10000.00,44.00,0.008838891
2731,19125,30,Under 35,M,4860.00,5140.00,10000.00,280.00,0.057613169
1690,77025,36,35-39,M,4824.00,5178.00,10002.00,354.00,0.073383085
1203,27107,28,Under 35,M,5097.00,4906.00,10003.00,-191.00,-0.037473023
1136,11225,41,40-44,M,4990.00,5013.00,10003.00,23.00,0.004609218
